pl_name,hostname,pl_letter,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2,pl_orbper_reflink,pl_orbsmax_reflink,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_insol_reflink,pl_eqt_reflink,pl_imppar_reflink,pl_trandur_reflink,pl_ratdor_reflink,pl_ratror_reflink,TSM,transSignal,manual_add
L 98-59 d,L 98-59,d,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,7.4507245,8.1e-06,-4.6e-06,0,0.0486,0.0018,-0.0019,0.0,1.521,0.119,-0.098,0,Mass,0.074,0.057,-0.046,0.0,5.01,1.02,-0.83,0.0,88.449,0.058,-0.111,0.0,0.922,0.059,-0.059,0.0,0.84,0.15,-0.2,0.0,33.7,1.9,-1.7,0.0,0.0448,0.00106,-0.001,0.0,416.0,20.0,-20.0,3415.0,135.0,-135.0,0.0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,4.86,0.13,-0.13,0.0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.933,0.027,-0.027,7.359,0.049,-0.049,7.101,0.018,-0.018,80.9,5.0,-5.3,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,1.94,0.28,-0.28,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,273.65745172736365,0.00037592223335671584,0.0
GJ 3470 b,GJ 3470,b,Radial Velocity,2012,La Silla Observatory,1,3.3366496,3.9e-06,-3.3e-06,0,0.0355,0.0019,-0.0019,0.0,4.57,0.18,-0.18,0,Mass,0.017,0.016,-0.012,0.0,40.58,,,0.0,89.13,0.26,-0.34,0.0,0.4,0.06,-0.08,0.0,1.8984,0.012,-0.012,0.0,13.98,0.2,-0.28,0.0,0.07642,0.00037,-0.00037,0.0,593.5,96.5,-96.5,3600.0,100.0,-100.0,0.0,0.55,0.02,-0.02,0,0.54,0.05,-0.04,0,4.7,0.05,-0.05,0.0,07h59m05.64s,119.7735021,+15d23m28.35s,15.391209,29.4214,0.0508,-0.0507,12.332,0.016,-0.016,8.794,0.026,-0.026,8.206,0.023,-0.023,7.989,0.023,-0.023,21.54,0.49,-0.49,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,13.9,1.5,-1.5,0.0,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,<a refstr=DEMORY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..154D/abstract target=ref>Demory et al. 2013</a>,<a refstr=DEMORY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..154D/abstract target=ref>Demory et al. 2013</a>,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,<a refstr=BIDDLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.1810B/abstract target=ref> Biddle et al. 2014</a>,269.9771351978099,0.0006544211990309887,0.0
HAT-P-18 b,HAT-P-18,b,Transit,2010,HATNet,1,5.508023,6e-06,-6e-06,0,0.0559,0.0007,-0.0007,0.0,11.153,0.583,-0.583,0,Mass,0.084,0.048,-0.048,0.0,82.24,,,0.0,88.8,0.3,-0.3,0.0,0.324,0.055,-0.078,0.0,2.7144,0.0216,-0.0216,0.0,16.04,0.75,-0.75,0.0,0.1365,0.0015,-0.0015,0.0,852.0,28.0,-28.0,4803.0,80.0,-80.0,0.0,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0,4.57,0.04,-0.04,0.0,17h05m23.13s,256.346376,+33d00m44.37s,33.0123251,161.4,0.61,-0.605,12.597,0.069,-0.069,10.822,0.02,-0.02,10.34,0.019,-0.019,10.234,0.017,-0.017,,,,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,62.61,4.132,-4.132,0.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,264.3299118631298,0.0016239552791105043,0.0
TOI-216.02,TOI-216,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,17.16073,,,0,0.1293,0.0067,-0.0051,0.0,8.0,3.0,-2.0,0,Mass,0.16,0.003,-0.002,0.0,25.9,2.2,-1.7,0.0,88.6,0.03,-0.04,0.0,0.98,0.05,-0.04,0.0,2.062,0.068,-0.07,0.0,33.25,0.46,-0.65,0.0,0.1,0.03,-0.02,0.0,628.0,13.0,-11.0,5026.0,125.0,-125.0,0.0,0.75,0.02,-0.02,0,0.77,0.03,-0.03,0,4.66,0.2,-0.2,0.0,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,0.883,-0.875,12.324,0.069,-0.069,10.759,0.023,-0.023,10.332,0.026,-0.026,10.218,0.021,-0.021,,,,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,18.75188,0.63566,-0.63566,0.0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,247.14970882587352,0.0015386009101699696,0.0
HAT-P-26 b,HAT-P-26,b,Transit,2010,HATNet,1,4.23452,1.5e-05,-1.5e-05,0,0.0479,0.0006,-0.0006,0.0,7.062,0.448,-0.448,0,Mass,0.12,0.06,-0.06,0.0,185.07,,,0.0,88.6,0.7,-0.7,0.0,0.303,0.112,-0.122,0.0,2.4552,0.024,-0.024,0.0,13.09,1.19,-1.19,0.0,0.0737,0.0012,-0.0012,0.0,1001.0,66.0,-37.0,5079.0,88.0,-88.0,0.0,0.87,0.05,-0.05,0,1.12,0.36,-0.36,0,4.56,0.06,-0.06,0.0,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,141.837,1.152,-1.133,11.757,0.025,-0.025,10.08,0.022,-0.022,9.685,0.023,-0.023,9.581,0.023,-0.023,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,22.2481,6.3566,-6.3566,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,232.05109620799297,0.0009911171884059771,0.0
K2-141 c,K2-141,c,Transit,2018,K2,1,7.7485,0.00022,-0.00022,0,0.0683,0.00091,-0.00091,0.0,7.0,4.6,-2.8,0,Calculated,0.092,,,1.0,39.1,4.3,-4.3,0.0,87.2,1.6,-2.0,0.0,,,,,,,,,21.59,0.71,-0.74,0.0,0.094,0.061,-0.037,0.0,695.0,18.0,-18.0,4570.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,4.62,0.02,-0.03,0.0,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,9.086,0.021,-0.021,8.524,0.053,-0.053,8.401,0.023,-0.023,15.17,3.63,-2.36,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,39.074137951082314,,,1.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,231.13703299557525,0.0006317864623358277,0.0
HAT-P-19 b,HAT-P-19,b,Transit,2010,HATNet,1,4.008778,6e-06,-6e-06,0,0.0466,0.0008,-0.0008,0.0,12.689,0.807,-0.807,0,Mass,0.067,0.042,-0.042,0.0,165.19,,,0.0,88.2,0.4,-0.4,0.0,0.404,0.061,-0.088,0.0,2.8368,0.0336,-0.0336,0.0,12.24,0.67,-0.67,0.0,0.1418,0.002,-0.002,0.0,1010.0,42.0,-42.0,4990.0,130.0,-130.0,0.0,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0,4.54,0.05,-0.05,0.0,00h38m03.98s,9.5165832,+34d42m41.05s,34.7114025,202.078,1.471,-1.451,12.826,0.057,-0.057,11.095,0.02,-0.02,10.644,0.022,-0.022,10.546,0.019,-0.019,35.5,2.5,-2.5,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,92.802,5.721,-5.721,0.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,229.67639645284274,0.0015946488586675556,0.0
GJ 3090 b,GJ 3090,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,2.853136,6.4e-05,-3.8e-05,0,0.03165,0.00027,-0.00027,0.0,2.13,0.11,-0.11,0,Mass,0.32,,,1.0,42.23,,,0.0,87.14,0.79,-0.3,0.0,0.631,0.093,-0.26,0.0,1.281,0.024,-0.024,0.0,13.18,0.42,-0.42,0.0,0.0379,0.0011,-0.0014,0.0,693.0,18.0,-18.0,3556.0,70.0,-70.0,0.0,0.52,0.02,-0.02,0,0.52,0.01,-0.01,0,4.73,0.03,-0.03,0.0,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.4751,0.02605,-0.02605,11.403,0.026,-0.026,8.168,0.021,-0.021,7.536,0.036,-0.036,7.294,0.026,-0.026,,,,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,3.34,0.72,-0.72,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,217.21481162651176,0.00036455743556936,0.0
TOI-674 b,TOI-674,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1.977143,3e-06,-3e-06,0,0.025,0.0008,-0.0008,0.0,5.25,0.17,-0.17,0,Mass,0.0,,,0.0,38.4,0.1,-0.1,0.0,87.21,0.24,-0.24,0.0,0.624,0.035,-0.035,0.0,1.0375028,0.0257785,-0.0257785,0.0,12.8,0.42,-0.42,0.0,0.114,0.0009,-0.0009,0.0,635.0,15.0,-15.0,3514.0,57.0,-57.0,0.0,0.42,0.01,-0.01,0,0.42,0.01,-0.01,0,4.81,0.03,-0.03,0.0,10h58m20.77s,164.5865592,-36d51m29.19s,-36.8581092,46.0851,0.1159,-0.1153,14.203,0.041,-0.041,10.359,0.023,-0.023,9.737001,0.023,-0.023,9.469,0.019,-0.019,52.0,5.0,-5.0,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,23.6,3.3,-3.3,0.0,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,215.14878214830398,0.0010542701196480362,0.0
TOI-1259 A b,TOI-1259 A,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,3.477978,1.9e-06,-1.7e-06,0,0.0407,0.00114,-0.0011,0.0,11.456,0.336,-0.303,0,Mass,0.0,,,0.0,153.14,,,0.0,89.7,0.2,-0.26,0.0,0.065,0.055,-0.044,0.0,2.4754,0.0048,-0.0048,0.0,12.314,0.036,-0.056,0.0,0.14762,0.00035,-0.0003,0.0,963.0,21.0,-21.0,4775.0,100.0,-100.0,0.0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,4.61,0.01,-0.01,0.0,18h48m24.04s,282.1001665,+79d15m23.31s,79.2564761,118.106,0.375,-0.372,12.079,0.046,-0.046,10.226,0.021,-0.021,9.715,0.017,-0.017,9.619,0.018,-0.018,,,,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,140.16233,15.57359,-14.93794,0.0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,212.36118325335178,0.0009850075403360354,0.0
