index,designation,ra,dec,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,ruwe,teff_gspphot
1638,Gaia DR3 6260242217807227904,236.58512621784755,-18.142199815233887,9.127586,8.466802,9.620199,0.9249849,5684.516
1639,Gaia DR3 2357660797503495552,16.868250381096868,-19.14438226355073,9.066857,8.556581,9.408975,0.8582382,5900.4414
1640,Gaia DR3 5672724364253985536,151.72806124106054,-17.98724847193975,9.100554,8.660431,9.370215,1.1142421,6024.0938
1641,Gaia DR3 4087816973176237696,288.450742501255,-16.835171000578054,9.055933,8.410954,9.534672,0.937824,5157.1807
1642,Gaia DR3 3171192715071396480,68.42380469860436,-17.471439657649313,9.010515,8.65204,9.215699,0.94882905,6558.617
1643,Gaia DR3 6293738736464031872,205.05269770410575,-17.483988985229775,9.049735,8.647915,9.28981,1.0338713,6431.6255
1644,Gaia DR3 2403936286979081472,341.64174368344055,-17.044682856418127,9.052581,8.439941,9.490525,1.0459315,5435.8105
1645,Gaia DR3 5712735077004519680,118.29596317010504,-20.06605070382034,9.010106,8.3315,9.47184,1.0265007,5040.4116
1646,Gaia DR3 4135534094197990144,256.9702611491626,-17.37271478211601,9.014927,8.453769,9.410175,0.8565724,5329.9653
1647,Gaia DR3 5137101810268716160,33.44293801655383,-19.544189852698825,9.105637,8.711406,9.340144,0.88759875,6314.58
1648,Gaia DR3 3545186097700859264,172.2671765727118,-19.793251351518492,9.000535,8.548235,9.282098,0.9166549,5920.887
1649,Gaia DR3 6862546338084463104,309.2154356246216,-17.01525134953306,9.129374,8.749621,9.349612,0.9903198,6425.757
1650,Gaia DR3 2966224300043390464,88.80159443714483,-20.257435950688723,9.040033,8.37772,9.540804,0.96843594,5021.11
1651,Gaia DR3 6257061983499648000,226.56382865299747,-19.14294337725357,9.034683,8.669024,9.2457905,1.1306646,6649.613
1652,Gaia DR3 2365848242120518656,1.2195515116417754,-19.41174119299394,9.016838,8.568316,9.299277,1.1056058,5962.0273
1653,Gaia DR3 5681862920788839424,142.23356729527387,-18.008624031460897,9.111571,8.742039,9.323796,1.048757,6658.8
1654,Gaia DR3 4092467598193456512,278.6980743008287,-19.282584785208076,9.012157,8.4829235,9.36955,0.82766336,5983.642
1655,Gaia DR3 5102043332260810880,53.39523152721854,-19.06681314039418,9.01982,8.551343,9.319351,0.9730293,5841.3516
1656,Gaia DR3 3508741169889635840,194.15112333943833,-20.41235877703216,9.102039,8.637794,9.393142,0.97624755,5913.9644
1657,Gaia DR3 6823884519952389376,329.60340101373504,-19.385404678789737,9.198112,8.747863,9.478747,0.95684445,5936.51
1658,Gaia DR3 2929222057282199808,108.09119865927302,-20.608734105972758,9.096119,8.624698,9.39886,0.8568122,5931.4346
1659,Gaia DR3 6246208807303116800,245.26710158652673,-17.697980913180675,9.07511,8.552548,9.420789,1.0096138,5890.538
1660,Gaia DR3 5044016571745409408,22.39569699275818,-19.820152735917098,9.056059,8.656719,9.293289,0.87840754,6275.8564
1661,Gaia DR3 3554727281648715648,159.72509249418806,-19.123796475371673,9.045227,8.69769,9.241586,1.0982982,6655.5874
1662,Gaia DR3 6867398517259380736,299.55777018757624,-18.620485238605728,9.01708,8.572284,9.293139,0.9485937,5960.43
1663,Gaia DR3 2974944183165387264,75.2425215556156,-20.749913753875372,9.145215,8.832235,9.319604,1.2480379,6847.2993
1664,Gaia DR3 6290064714064254208,212.84180208269728,-19.4964195064284,9.123492,8.676418,9.360023,1.1070235,6219.9688
1665,Gaia DR3 2391643536526343424,351.79831688581044,-20.752442348049943,9.093091,8.650372,9.370024,1.0571456,6004.0303
1666,Gaia DR3 5703670943653455104,129.51092074000331,-20.61544004674254,9.005991,8.6059,9.247309,0.96704453,6277.686
1667,Gaia DR3 4118629923248676480,266.6680448281819,-21.511303586248147,9.09152,8.676234,9.341275,0.67471045,6440.7627
1668,Gaia DR3 5132452250472067456,41.24333617988336,-17.78109404211431,9.055704,8.629119,9.310452,1.2071601,6199.9023
1669,Gaia DR3 3518750058597308032,180.66987900042994,-19.643548649905597,9.3165655,8.893541,9.573643,0.9640679,6141.4976
1670,Gaia DR3 6832316154933962624,316.779162680103,-20.89309303483251,9.122969,8.71213,9.36517,0.9041114,6267.5415
1671,Gaia DR3 2937746089892527744,94.96210425469683,-21.651948501241648,9.082404,8.602236,9.396691,0.99190223,6055.088
1672,Gaia DR3 6253753548715373952,233.376489815898,-20.057369994333317,9.21563,8.5340605,9.738429,1.1896039,5209.012
1673,Gaia DR3 2362814449021172096,9.82077527994343,-19.860672835831984,9.043743,8.406851,9.514171,1.005727,5024.8403
1674,Gaia DR3 5667067514368049024,149.59077411282652,-21.563733344218598,9.036606,8.358504,9.552956,1.2031001,5044.193
1675,Gaia DR3 4086711208090112768,285.04743219822234,-17.93365789515509,9.010557,8.569675,9.282499,0.9702036,6303.2646
1676,Gaia DR3 5092558979319804672,63.250995073315146,-19.854772120224432,9.072627,8.761611,9.2434635,0.9070251,6905.487
1677,Gaia DR3 3603210865350640256,202.20204052778737,-18.209964023732017,9.047514,8.634962,9.295776,0.984987,6286.014
1678,Gaia DR3 6821506173222198016,336.55586827350226,-19.27249212935078,9.02338,8.336542,9.553083,1.0371264,5046.935
1679,Gaia DR3 5716666346465180928,114.32405126616221,-18.810894274089414,9.073895,8.391361,9.597807,0.9406298,5063.2754
1680,Gaia DR3 4128729766485396224,254.69456620770572,-20.134884559017692,9.074517,8.276573,9.750472,0.92756134,5023.925
1681,Gaia DR3 5136667090858444160,30.32324063375011,-20.899323595038595,9.032874,8.655923,9.252461,0.93793,6406.029
1682,Gaia DR3 3557949572273032960,168.73619753155052,-18.798832587746904,9.020975,8.681354,9.210943,0.87088156,6693.3867
1683,Gaia DR3 6859061882657414144,306.37365353677626,-21.487418852232064,9.038528,8.599911,9.309607,0.91779965,6003.45
1684,Gaia DR3 2969625811061083776,82.03065907269523,-18.659100581015636,9.036141,8.402082,9.500135,1.0831405,5080.2314
1685,Gaia DR3 6281708361269530368,219.98831456448679,-19.640185545361682,9.011258,8.3250065,9.537688,1.2577262,5076.9556
1686,Gaia DR3 2341837863107504000,359.9884008996011,-20.03610099494278,9.303454,8.693075,9.742836,0.974801,5066.551
1687,Gaia DR3 5654761638494996352,135.337009838126,-22.3966231173146,9.041726,8.513872,9.392257,0.9859097,5829.9404
1688,Gaia DR3 4090733737085428992,273.6866630564302,-22.025899175269515,9.014023,8.601372,9.264426,0.79087365,6186.5273
1689,Gaia DR3 5099439860525040128,49.57508256806095,-21.924122769993822,9.012541,8.442776,9.407395,0.95310074,5200.763
1690,Gaia DR3 3516461631302190336,187.80089146174558,-18.996563617055365,9.047538,8.659374,9.276785,0.9396203,6362.8765
1691,Gaia DR3 6830457499247273600,326.1348542168725,-19.526922658724047,9.011748,8.637039,9.230198,0.95356995,6552.4453
1692,Gaia DR3 2933814957866917760,103.34571006761344,-18.766088639458363,9.004184,8.574498,9.2669115,0.9276688,6061.347
1693,Gaia DR3 6247121745556571776,240.75662207139925,-19.998436755720853,9.021478,8.517217,9.351392,1.0208768,5645.768
1694,Gaia DR3 2357660797503495552,16.868250381096868,-19.14438226355073,9.066857,8.556581,9.408975,0.8582382,5900.4414
1695,Gaia DR3 5475616250476612096,155.30521215282607,-21.951710428476613,9.030559,8.6549,9.251541,1.2875898,6439.1543
1696,Gaia DR3 6869251263072930304,294.02388162012613,-19.59968766445454,9.058815,8.501151,9.447076,0.87619287,5390.1074
1697,Gaia DR3 2978088511542050432,68.8457506315859,-20.059831136853457,9.028773,8.686708,9.222454,1.065279,6637.3945
1698,Gaia DR3 6292491649760213376,206.24001917643963,-19.113642702244153,9.11516,8.568297,9.492596,1.2107227,5391.6523
1699,Gaia DR3 2386276751552255488,347.07292063349945,-21.607990396376973,9.234162,8.771681,9.527575,0.99033046,5865.935
1700,Gaia DR3 5707314003635280640,125.04637976290897,-19.747135870195166,9.0570755,8.586612,9.35831,0.92623013,5809.611
1701,Gaia DR3 4121936777524734592,260.36653995911445,-20.295894673005524,9.047955,8.320199,9.624311,0.87043995,5096.2793
1702,Gaia DR3 5129686394613070208,36.436361796617184,-21.308996911789734,9.039672,8.621034,9.292082,0.9859364,6267.992
1703,Gaia DR3 3541753731636569728,174.53597198648725,-20.71159121859679,9.121722,8.6808,9.395861,0.88817424,6068.729
1704,Gaia DR3 6856745795771412096,312.2777311714995,-21.633373944691392,9.009984,8.234985,9.654497,0.9630156,5108.0938
1705,Gaia DR3 2966224300043390464,88.80159443714483,-20.257435950688723,9.040033,8.37772,9.540804,0.96843594,5021.11
1706,Gaia DR3 6255712917092476672,228.14548938532465,-20.94795022468576,9.027528,8.4467125,9.441855,1.1216171,5196.2397
1707,Gaia DR3 2360077249183382144,6.744332906256733,-23.292139614744887,9.00005,8.607496,9.231151,0.9809955,6357.171
1708,Gaia DR3 5678086373225382400,142.60855686727325,-19.60078076386139,9.020924,8.334578,9.54472,0.9468495,5549.1104
1709,Gaia DR3 4079766035488581888,281.51589136779774,-21.194102204533888,9.029485,8.433831,9.399404,0.89663076,5467.901
1710,Gaia DR3 5094823698395654400,57.56193046377295,-19.791748082152317,9.0523615,8.667775,9.277924,0.9603828,6371.066
1711,Gaia DR3 3505443764581988480,195.00495706608143,-21.32006328981748,9.062818,8.3805,9.585501,1.2155443,5175.9062
1712,Gaia DR3 6821970472071317888,334.07623510075126,-20.021722242273277,9.013376,8.558087,9.299288,0.91742146,5917.5303
1713,Gaia DR3 5618145191179715072,110.16215084603344,-22.74790089838756,9.026212,8.413064,9.470734,0.9741696,5225.275
1714,Gaia DR3 6051347545535744384,249.75163327535225,-22.044108422423328,9.114452,8.687809,9.376247,1.0432279,6099.903
1715,Gaia DR3 5042457601696153216,24.07345707358457,-22.435972215407777,9.134915,8.836582,9.298747,0.85081065,6907.3975
1716,Gaia DR3 3549260715994338816,163.0950431224259,-23.203174496801076,9.020324,8.571523,9.301043,1.048074,5957.591
1717,Gaia DR3 6853804533449153152,302.4784123772862,-21.521635994240313,9.006076,8.607401,9.240851,0.814779,6498.9126
1718,Gaia DR3 2963308292127708544,78.54003296157565,-20.18517512943334,9.071585,8.626059,9.183507,1.0887603,6631.6475
1719,Gaia DR3 6273045927629949824,216.05226925198636,-23.9495623556492,9.136928,8.747321,9.365564,0.8586668,6574.872
1720,Gaia DR3 2388135686412255232,352.55858508775066,-22.515147245726006,9.017302,8.550409,9.314016,1.0539753,5835.4575
1721,Gaia DR3 5703670943653455104,129.51092074000331,-20.61544004674254,9.005991,8.6059,9.247309,0.96704453,6277.686
1722,Gaia DR3 4070219594506638976,268.13988253589577,-22.66652379460816,9.076116,8.55766,9.411525,0.701362,6111.688
1723,Gaia DR3 5076584106160620672,43.9251427895033,-24.083293207901907,9.075406,8.6989155,9.290463,1.0990758,6457.4844
1724,Gaia DR3 3490062013522105984,182.33310347376198,-23.378714463862366,9.038084,8.619977,9.293476,0.89686453,6174.872
1725,Gaia DR3 6828814283414902784,319.50310270343755,-22.045560792397865,9.223064,8.794956,9.488794,0.92856824,6087.4683
1726,Gaia DR3 2938829967839649664,98.69905148098579,-20.78245304583225,9.052312,8.636028,9.307324,0.99440646,6163.716
1727,Gaia DR3 6238449485026068864,234.2492195230095,-24.31271107271335,9.081054,8.640998,9.349403,1.1112933,6077.287
1728,Gaia DR3 2348883086941818368,12.202423821010514,-23.067101452220992,9.339249,8.985908,9.541033,0.93368286,6579.0747
1729,Gaia DR3 5667305661714672512,151.3519383760698,-21.469913248310483,9.009312,8.397204,9.4567995,1.1658728,5105.851
1730,Gaia DR3 4081000104157416704,288.98564682526336,-22.033733396952904,9.046084,8.376402,9.5545,1.1241038,5095.7505
1731,Gaia DR3 5091515783303628800,65.71870158305283,-20.75752005210075,9.087191,8.413015,9.600028,1.0253513,5134.75
1732,Gaia DR3 6195578702023030784,203.19782752708068,-22.17936884065763,9.016763,8.558111,9.30611,0.89337754,5878.017
1733,Gaia DR3 2397735591153794944,342.91091890541514,-20.939242931139795,9.046923,8.680015,9.257726,1.2280686,6489.3726
1734,Gaia DR3 5698832405305573120,120.41271478171674,-23.992870195664526,9.019707,8.640329,9.240118,0.97708577,6568.371
1735,Gaia DR3 4113647524989231488,256.6187244558616,-23.48913878118651,9.052757,8.566525,9.368985,0.9932402,5702.7607
1736,Gaia DR3 5121689165508083200,32.24289795027846,-23.8071732573781,9.020999,8.6431055,9.244644,0.9488375,6479.693
1737,Gaia DR3 3538362013143128832,170.68280664204696,-22.088820520989366,9.189426,8.80895,9.414766,1.0013809,6567.073
1738,Gaia DR3 6859141528532331136,307.1345105801931,-21.128106003455184,9.156074,8.778302,9.378595,1.0181949,6646.7476
1739,Gaia DR3 2915499636765764096,85.91663139090237,-23.537894409064112,9.075972,8.681642,9.308388,0.90014136,6445.5913
1740,Gaia DR3 6231018916724456320,224.35209428998223,-23.72384691005716,9.056985,8.364507,9.592359,0.9530712,5059.4795
1741,Gaia DR3 2339775729048430080,0.8205732309660504,-23.61560752116079,9.060028,8.646727,9.276212,1.036451,6402.376
1742,Gaia DR3 5676093439680954624,139.4395872719012,-21.76306378680308,9.085525,8.699233,9.3142805,1.0229872,6440.4165
1743,Gaia DR3 4089581723737881728,274.8846680042338,-23.46528200867914,9.014903,8.198824,9.71329,0.736265,5185.055
1744,Gaia DR3 5086396319726636416,54.26207904010316,-23.837265188216847,9.053003,8.3864355,9.559726,1.0331937,5319.865
1745,Gaia DR3 3502462133861374336,192.31724967046276,-21.793739562005523,9.110798,8.679686,9.371343,0.97481847,6127.491
1746,Gaia DR3 6812550857172175488,330.0921400110173,-24.930394518025572,9.080762,8.666902,9.310217,1.2764513,6353.6577
1747,Gaia DR3 2921531282683484672,104.29844168730325,-24.450376609766664,9.001321,8.55752,9.276787,1.0111061,5968.9507
1748,Gaia DR3 6043809710435404032,242.0216898795997,-24.926006422739917,9.053635,8.481019,9.326175,0.96843785,6456.2153
1749,Gaia DR3 5037189326091488128,22.625652505362176,-25.394846668732413,9.032118,8.562927,9.328114,1.0836533,5804.016
1750,Gaia DR3 5470779670624675200,158.8005693910764,-25.464155159645316,9.004467,8.64048,9.202821,1.1049123,6541.7417
1751,Gaia DR3 6768422915768582528,294.9039884299423,-24.140945494219608,9.00211,8.624835,9.22214,1.1102355,6648.3057
1752,Gaia DR3 4881596782811212416,74.10133207217831,-25.641520943025238,9.257345,8.616927,9.735117,1.110173,5013.7827
1753,Gaia DR3 6275708017078965632,210.81290445115786,-22.670987145628814,9.096635,8.507842,9.5171585,1.1791302,5149.6836
1754,Gaia DR3 2380009780086818432,348.03912647120717,-25.403870884205816,9.045128,8.709354,9.238209,1.1299156,6704.8687
1755,Gaia DR3 5697027694400683648,126.77952893814532,-22.44995849314474,9.004775,8.592969,9.253971,0.94998366,6188.98
1756,Gaia DR3 4116982481284112000,265.49085778407465,-22.31384856587193,9.077779,8.609831,9.375624,0.74327934,5838.1074
1757,Gaia DR3 5076056890335039104,41.862616578774194,-25.353517465044035,9.204356,8.734386,9.504937,1.2473326,5832.101
1758,Gaia DR3 3492785881781312256,180.33612866402467,-23.12150874098732,9.092465,8.685391,9.334559,1.0239488,6203.9033
1759,Gaia DR3 6804802456998213760,317.89027977394585,-23.111448691073683,9.101728,8.695183,9.341354,1.0332034,6254.6655
1760,Gaia DR3 2912633106874108544,93.86419980778001,-24.249844140117965,9.035174,8.411036,9.496126,1.0057526,5033.062
1761,Gaia DR3 6227276247869235968,229.6830316208303,-23.82355005109642,9.069846,8.358291,9.627369,1.1160417,5055.3984
1762,Gaia DR3 2360077249183382144,6.744332906256733,-23.292139614744887,9.00005,8.607496,9.231151,0.9809955,6357.171
1763,Gaia DR3 5658642162923860736,146.3646255951048,-25.712128253259838,9.001564,8.478123,9.34645,1.016244,5614.3813
1764,Gaia DR3 4075174685415787776,282.7350286482307,-23.599742596604926,9.135556,8.657895,9.438332,0.84888434,5722.5654
1765,Gaia DR3 5083301224557347456,60.56992396842725,-24.446132099744396,9.078761,8.591072,9.395429,0.9219186,5856.6553
1766,Gaia DR3 6194090272516859904,197.6449651714695,-24.009629594755552,9.141902,8.470002,9.647108,0.9696646,5611.574
1767,Gaia DR3 6627488516048380672,337.32802496878855,-23.031601699407055,9.028998,8.517656,9.368499,1.0266851,5610.0
1768,Gaia DR3 5615288763049256064,113.94846223188686,-24.458484577582457,9.062087,8.619099,9.337544,0.94322306,6015.885
1769,Gaia DR3 6034669435935216256,252.33124703466933,-25.55766122893887,9.053009,8.6343775,9.3042345,0.8440571,6403.7607
1770,Gaia DR3 5025597278078728704,28.92344446212017,-26.496807702457634,9.124285,8.633207,9.441931,0.85487235,5667.276
1771,Gaia DR3 3535749470436501376,165.8995790356234,-25.83832550984294,9.180614,8.521311,9.67561,0.95566106,5068.7153
1772,Gaia DR3 6847483372380965888,303.28333735759657,-26.054399261581327,9.000077,8.260826,9.593991,1.1849096,5015.2114
1773,Gaia DR3 2958653131693613312,81.14837018559737,-23.06363421016955,9.002745,8.35924,9.477642,1.0041344,5286.084
1774,Gaia DR3 6271935146008242432,218.04465025105563,-25.0807249318809,9.00851,8.54878,9.299854,1.0451432,5879.5435
1775,Gaia DR3 2338596640266828288,355.2712045716493,-25.130886951653576,9.015636,8.572832,9.28675,1.0466925,5975.908
1776,Gaia DR3 5652139612500929920,132.33631941145967,-26.21551512725611,9.059606,8.432671,9.522701,0.9725799,5066.8623
1777,Gaia DR3 4066553380402561536,271.8670764250536,-23.332394756522387,9.015092,8.562166,9.293277,0.75216967,6555.8706
1778,Gaia DR3 5075028743884063488,47.789683574000705,-24.02981956289709,9.098826,8.714958,9.323915,1.0150352,6422.9844
1779,Gaia DR3 3476697548469965440,185.8062964225974,-25.273875832524478,9.047931,8.589385,9.3359,0.85032105,5911.9717
1780,Gaia DR3 6790187546577793664,321.8458494476963,-26.82847037187476,9.002919,8.611199,9.237063,0.8340107,6330.046
1781,Gaia DR3 2919963104216198528,99.79801231159315,-26.572322845931556,9.014054,8.352487,9.402753,1.108253,5083.3423
1782,Gaia DR3 6235594534368924800,238.20300516904246,-26.0673327308939,9.033567,8.580501,9.313836,1.1185093,6455.8115
1783,Gaia DR3 5034958588797250304,16.469332411473975,-25.48071444636802,9.14582,8.8188095,9.325332,1.183482,6756.784
1784,Gaia DR3 5473044393997036800,153.8503053297897,-25.347239117034103,9.030706,8.385718,9.511457,1.3651072,5065.099
1785,Gaia DR3 6768976932190044288,290.02991958304426,-26.45007474175748,9.01749,8.602265,9.260217,1.3775802,6486.95
1786,Gaia DR3 4894982271727575424,70.30462929042463,-23.58612086926317,9.006062,8.403105,9.436955,0.9595714,5277.0435
1787,Gaia DR3 6190318947633828480,205.47582435165566,-26.23767293484181,9.107649,8.369951,9.697806,0.9633283,5117.924
1788,Gaia DR3 6610154852675341056,344.4508301450484,-26.107042547780722,9.040165,8.513191,9.3953285,1.0962455,5461.589
1789,Gaia DR3 5698832405305573120,120.41271478171674,-23.992870195664526,9.019707,8.640329,9.240118,0.97708577,6568.371
1790,Gaia DR3 4108275139411855488,260.1596615737098,-27.038258699646683,9.018268,8.054019,9.969377,0.73524594,5630.84
1791,Gaia DR3 5070159144322513408,38.27251601676189,-27.264653230355663,9.339234,8.906952,9.607101,0.9653836,6048.042
1792,Gaia DR3 3485330746269413632,174.35325513587352,-26.475608097116766,9.132718,8.703798,9.396208,1.0133654,6085.5366
1793,Gaia DR3 6799090223510802176,310.4785176770545,-27.21601803489491,9.023514,8.525211,9.351516,1.0392408,5711.474
1794,Gaia DR3 2910715382497028352,89.1389601785189,-27.055878177076124,9.03487,8.641529,9.265692,0.88913536,6336.36
1795,Gaia DR3 6225091960638544512,226.43975658451816,-26.244304406251615,9.012437,8.325457,9.537612,1.1368018,5037.6094
